,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
137,T1,21/12/2019,14:30,Kasimpasa,Gaziantep,3,4,A,1,4,A,7,6,4,5,12,15,8,3,4,2,0,0
138,T1,21/12/2019,17:00,Goztep,Galatasaray,2,1,H,1,1,D,14,12,6,1,6,9,2,5,4,2,0,0
139,T1,22/12/2019,11:00,Genclerbirligi,Sivasspor,2,2,D,0,1,A,11,9,7,6,16,11,8,7,3,2,0,0
140,T1,22/12/2019,13:30,Kayserispor,Buyuksehyr,1,4,A,1,2,A,11,18,5,9,12,6,6,7,3,2,0,0
141,T1,22/12/2019,16:00,Fenerbahce,Besiktas,3,1,H,2,1,H,14,5,5,2,18,21,9,5,2,3,0,0
142,T1,23/12/2019,17:00,Denizlispor,Alanyaspor,1,5,A,0,3,A,7,14,3,10,12,21,4,7,1,3,0,0
143,T1,23/12/2019,17:00,Konyaspor,Trabzonspor,0,1,A,0,1,A,8,5,3,2,13,17,3,3,5,2,1,0
144,T1,27/12/2019,17:30,Besiktas,Genclerbirligi,4,1,H,0,1,A,17,4,6,3,12,9,8,5,2,4,0,2
145,T1,28/12/2019,12:00,Ankaragucu,Denizlispor,2,2,D,0,2,A,16,7,5,3,22,9,2,3,2,1,0,1
146,T1,28/12/2019,14:30,Buyuksehyr,Kasimpasa,5,1,H,4,0,H,14,18,9,6,21,12,5,8,2,3,0,0
147,T1,28/12/2019,14:30,Trabzonspor,Kayserispor,6,2,H,2,1,H,21,6,13,3,8,10,14,2,0,2,0,0
148,T1,28/12/2019,17:00,Galatasaray,Antalyaspor,5,0,H,3,0,H,12,7,8,3,16,18,6,3,2,4,0,0
149,T1,29/12/2019,11:00,Sivasspor,Goztep,1,0,H,0,0,D,10,3,4,0,17,13,3,1,1,1,0,0
150,T1,29/12/2019,13:30,Alanyaspor,Konyaspor,2,1,H,1,1,D,16,4,7,2,8,13,11,1,1,4,0,0
151,T1,29/12/2019,13:30,Gaziantep,Yeni Malatyaspor,1,1,D,1,0,H,6,7,3,6,15,19,1,8,5,4,1,1
152,T1,29/12/2019,16:00,Rizespor,Fenerbahce,1,2,A,1,1,D,5,12,4,4,17,13,5,2,3,2,0,0
153,T1,17/01/2020,17:00,Ankaragucu,Konyaspor,0,1,A,0,0,D,6,5,1,2,18,14,4,4,0,1,0,0
154,T1,18/01/2020,11:00,Alanyaspor,Kayserispor,5,1,H,1,0,H,16,9,8,5,10,17,2,2,0,2,0,1
155,T1,18/01/2020,14:00,Buyuksehyr,Yeni Malatyaspor,4,1,H,4,0,H,11,9,6,7,15,21,4,5,2,4,0,0
156,T1,18/01/2020,17:00,Gaziantep,Fenerbahce,0,2,A,0,0,D,10,10,3,6,15,19,4,3,5,5,0,1
157,T1,19/01/2020,10:30,Antalyaspor,Goztep,0,3,A,0,3,A,8,6,2,3,16,8,9,5,4,2,1,0
158,T1,19/01/2020,13:00,Galatasaray,Denizlispor,2,1,H,1,0,H,14,4,4,2,15,10,5,9,1,4,0,0
159,T1,19/01/2020,13:00,Trabzonspor,Kasimpasa,6,0,H,3,0,H,12,3,9,2,15,14,5,2,1,4,0,1
160,T1,19/01/2020,16:00,Besiktas,Sivasspor,1,2,A,1,2,A,12,9,7,5,5,21,14,5,2,6,0,1
161,T1,20/01/2020,17:00,Rizespor,Genclerbirligi,2,0,H,0,0,D,8,7,4,3,19,14,4,0,1,1,0,0
162,T1,24/01/2020,17:00,Genclerbirligi,Gaziantep,1,0,H,0,0,D,13,7,6,2,11,8,10,2,3,2,0,0
163,T1,25/01/2020,11:00,Kayserispor,Ankaragucu,1,1,D,1,0,H,12,8,5,2,20,15,12,3,5,6,0,1
