,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
177,G1,14/03/2021,17:00,Asteras Tripolis,Giannina,0,1,A,0,0,D,8,8,2,1,13,17,5,4,1,1,0,0
178,G1,14/03/2021,17:00,Lamia,Atromitos,0,0,D,0,0,D,4,6,2,2,24,13,5,4,0,1,0,0
179,G1,14/03/2021,17:00,Larisa,Olympiakos,1,3,A,0,1,A,11,9,6,7,17,18,2,5,3,3,0,0
180,G1,14/03/2021,17:00,Panathinaikos,PAOK,2,1,H,1,0,H,5,12,2,3,12,15,1,6,3,5,0,0
181,G1,14/03/2021,17:00,Volos NFC,AEK,1,0,H,1,0,H,8,6,3,0,17,17,4,3,5,2,1,0
182,G1,20/03/2021,13:00,Apollon,Larisa,0,2,A,0,0,D,10,9,5,7,23,22,7,3,2,2,0,0
183,G1,20/03/2021,15:15,Volos NFC,OFI Crete,0,0,D,0,0,D,5,3,2,1,16,20,5,2,1,2,0,0
184,G1,20/03/2021,17:30,Giannina,Atromitos,1,0,H,1,0,H,11,9,7,4,23,15,4,3,2,2,0,0
185,G1,20/03/2021,17:30,Panetolikos,Lamia,0,3,A,0,3,A,10,5,4,3,16,20,8,2,1,2,0,0
186,G1,21/03/2021,13:00,Asteras Tripolis,Panathinaikos,2,2,D,0,0,D,11,7,7,4,13,24,1,4,1,4,0,0
187,G1,21/03/2021,15:15,Olympiakos,Aris,1,0,H,1,0,H,3,8,1,6,17,14,4,9,2,1,1,0
188,G1,21/03/2021,17:30,PAOK,AEK,3,1,H,1,1,D,10,7,5,4,17,19,2,9,4,2,0,0
189,G1,03/04/2021,13:00,Atromitos,Apollon,1,1,D,0,0,D,4,3,2,1,15,18,6,4,1,1,0,0
190,G1,03/04/2021,15:15,OFI Crete,Giannina,2,1,H,0,1,A,6,7,5,4,19,28,6,1,2,3,0,0
191,G1,03/04/2021,17:30,Lamia,Volos NFC,1,1,D,0,0,D,3,4,1,1,14,20,2,7,2,1,0,0
192,G1,03/04/2021,17:30,Larisa,Panetolikos,1,1,D,1,0,H,13,5,9,4,18,21,8,5,3,3,0,0
193,G1,04/04/2021,13:00,Panathinaikos,PAOK,3,0,H,1,0,H,3,9,3,3,13,18,1,14,3,4,0,0
194,G1,04/04/2021,15:15,Aris,Asteras Tripolis,2,0,H,0,0,D,10,7,7,1,19,22,4,5,2,2,0,0
195,G1,04/04/2021,17:30,AEK,Olympiakos,1,5,A,0,4,A,6,6,3,5,18,10,1,1,1,1,0,0
196,G1,10/04/2021,13:00,Volos NFC,Panetolikos,3,1,H,3,1,H,9,14,7,8,20,13,4,6,0,1,0,0
197,G1,10/04/2021,15:15,Apollon,OFI Crete,0,0,D,0,0,D,7,3,3,0,17,13,1,4,2,1,0,0
